資料比對,分機號碼,線組編號,使用單位,裝機位置,分機種類,副機數量,G450 Port,對應DID號碼,拆遷記錄,備註
,5150,220G1 - 58,T13,物料工廠106R,甲機,0,024V311,0,,
,5371,220G1 - 6,T11,研究大樓228室,甲機,1,023V604,0,103.05.13遷移；103.03.25申遷；95.05.10裝,
,2988,220G1 - 61,T62,TZM工場202室,甲機,0,023V203,0,98.07.21遷,
,6336,220G1 - 62,T62,陶瓷工廠辦公室301R,甲機,1,019V624,0,,
,3847,220G1 - 63,T62,TZM工場 302室、301室,甲機,2,019V208,0,95.11.03增副,
,3578,220G1 - 64,T62,TZM工場102、203室,甲機,1,023V415,0,98.07.21遷及增副1,
,6335,220G1 - 65,T62,陶瓷工廠辦公室102R,甲機,1,019V222,0,,
,6567,220G1 - 67,T62,T62陶瓷工廠106R,甲機,0,024V122,0,,
,2468,220G1 - 7,T1 A,二行3F-316室/研究大樓204室、205室,甲機,1,022V814,8051262,103.03.20遷移；91.04.26遷，副機取消,DID:8051262
,5737,220G1 - 70,T16,T6陶瓷應用實驗工廠/非晶薄帶實驗室,甲機,0,018V322,0,1010222新裝,
,6568,220G1 - 72,T62,T62陶瓷工廠110R,甲機,0,024V123,0,,
,6569,220G1 - 73,T62,T62陶瓷工廠204R,甲機,0,024V201,0,,
,6570,220G1 - 74,T62,T62陶瓷工廠207R,甲機,0,024V202,0,,
,6763,220G1 - 77,T71,T62陶瓷工廠T71實驗室(105),甲機,0,011V705,0,,
,6844,220G1 - 8,T1S,T1集會堂/及217會議室,乙機,2,023V723,0,105.03.15增副；92.02.22新裝；1020111增1副,105.03.15副機線路供會議電話用
,3915,220G1 - 84,T11,T1大樓317室,甲機,2,023V512,0,,
,3248,220G1 - 88,T11,研究大樓220室、231室,甲機,2,023V218,0,95.10.24遷；95.11.03增副；99.07.26遷,
,5567,220G1 - 90,T18,研究大樓316室,甲機,1,023V516,0,111.05.18增一副；103.06.16遷移拆一副；99.08.16新裝並加1副,
,6319,220G1- 152,T13 ,三樓322室,甲機,2,019V702,0,,
●,3670,"220I1 - 41 
330K - 205",W531,"三階水場控制室/
W53總部課長辦公室",甲機,2,010V709,0,94.10.11增副,內有無線話機X1
●,2251,220I1 - 61,W521,動力一場辦公室,甲機,0,008V113,0,,主任
●,2252,220I1 - 62,W521,動力一場辦公室,甲機,2,008V114,0,92.11.28增副,
●,2368,220I1 - 63,W521,動力一場辦公室,甲機,0,008V208,0,,
●,2549,220I1 - 64,W521,動力一場辦公室,甲機,0,008V402,0,92.05.05拆控；92.11.28新裝,
●,5652,220I1 - 65,W521,動力一場,甲機,0,009V302,8051570,99.02.26新裝,FAX-DID:8051570
●,6561,220I1 - 66,V44,V44工地臨時辦公室,甲機,1,024V116,0,,
●,6560,220I1 - 67,V44,V44工地臨時辦公室,甲機,1,024V115,0,,
●,6559,220I1 - 68,V44,V44工地臨時辦公室,甲機,1,024V114,0,,
●,6558,220I1 - 69,V44,V44工地臨時辦公室,甲機,2,024V113,0,,
●,6562,220I1 - 70,V44,V44工地臨時辦公室,甲機,0,024V117,0,,
●,6563,220I1 - 72,V44,V44工地臨時辦公室,甲機,1,024V118,0,,
●,3400,220I1-1,W121,鐵路調度室,甲機,1,010V610,0,105.05.10增1副；,納入通信紀錄器
●,2488,220I1-15,W12,鐵路課辦公室二樓,甲機,0,017V211,0,97.12.26遷,主任
●,5562,220I1-17,W121,行車股長辦公室、調度室,甲機,1,011V309,0,97.12.26新裝,
●,6491,220I1-32,W53,W53辦公室,甲機,0,011V524,0,,傳真機
●,3897,220I1-34,W531,水場辦公室,甲機,2,010V724,0,95.11.09增副,
●,3653,220I1-35                    330K-209,W53,W53辦公室(舊#1CCB 1F 西北側課長室 1顯(TEL-3) 1無線(TEL-4) ) #2CCB 控制室東側房內,甲機,2,010V708,0,95.11.09增1副；99.08.03增1副及更甲,1020515更1支為無線副機
●,6123,220I1-37,W532,水場化驗室,甲機,0,011V423,0,,
●,2683,220I1-38,W532,水場化驗室、冷�繾�班室,甲機,2,009V823,0,93.05.06增副,
●,5528,220I1-39,W53,因增加W533一課,甲機,2,011V308,0,105.03.21增1副；99.08.13新裝；99.08.25增2副機,
●,2318,"220I1-40
530A - 285",W531,第二線材水場,甲機,2,012V302,0,100.02.18遷；100.03.11增1副,
●,2216,220I1-45,W53,W53辦公室,甲機,2,009V713,0,95.11.09增副,
●,5925,220I1-46,W531,水廠辦公室/,甲機,1,002V219,0,104.06.26增甲；1000805新裝,
●,2261,220I1-47,W53,水場樓下會議室、主任室,甲機,2,009V714,0,103.04.17申1副；97.10.16遺失副1已報案,
●,2572,220I1-48,W531,單身251室、W53辦公室,甲機,3,009V817,0,97.02.14遷,傳真機
●,2555,220I1-5,W121,鐵路一階待命室,甲機,1,009V815,0,97.12.26更甲及遷,納入通信紀錄器
●,6316,220I1-50,W53,中央水廠主任辦公室,甲機,0,019V416,0,,
●,2986,220I1-6,W121,鐵路辦公室,甲機,2,010V202,0,97.12.26遷及拆副1,納入通信紀錄器
●,5321,220I1-8,W121,鐵路養路股辦公室、北儲區,甲機,1,011V221,0,95.01.11裝；97.03.13增副；97.12.26更甲,納入通信紀錄器
,2706,220J1 - 11,W232,東西出鐵間,甲機,1,008V423,0,95.02.15更甲,
,2263,220J1 - 16,W263,NO.2高爐二樓維護辦公室,甲機,2,008V115,0,92.08.14增副；94.0217遷,
,2755,220J1 - 18,W232,NO2.高爐配料間,乙機,0,008V507,0,,
,2342,220J1 - 19,W263,NO.2高爐二樓電氣休息室,甲機,2,008V203,0,94.02.17遷,
●,6294,"220J1 - 198>W3 - 198
220I1 - 19",C345,"31庫後段待命室
鐵路課行控中心",甲機,0,016V616,0,95.01.26遷〈不遷〉；991022遷31庫中段,
,6643,220J1 - 21,W263,2BF一樓電氣維護休息室,甲機,1,008V303,0,,
,6925,220J1 - 22,W263,2BF維護辦公室二樓,甲機,0,009V502,0,94.02.17遷,
,5953,220J1 - 25,W263,#2BF 1F W263辦公室,甲機,0,009V309,0,1001125新裝,詢2263康金海需使用2年
,6761,220J1 - 3,W263,#2BF 1F W263辦公室,甲機,0,009V623,0,,
●,6028,"220J1 - 30
220I1-18",W121,"行車股中區待命室
鐵路課行控中心",乙機,0,009V601,0,105.12.02申乙(無副)；,
,2664,220J1 - 34,W263,NO.2高爐二樓維護辦公室（機械）,甲機,2,008V415,0,94.02.17遷,
,3422,220J1 - 35,W263,NO.2高爐二樓維護辦公室（機械）,甲機,1,008V720,0,94.02.17遷,
,2957,220J1 - 37,W232,NO.2BF設備股值勤室,甲機,0,008V609,0,95.02.15更甲,
,2453,220J1 - 41,W263,NO.2高爐二樓維護辦公室,甲機,2,008V312,0,92.08.14增副；94.02.17遷,
,2522,220J1 - 51,W23,NO.2高爐3F主任辦公室,甲機,1,008V323,0,,主任
,2753,220J1 - 52,W23,NO.2高爐3F副主任辦公室,甲機,0,008V506,0,,副主任
,2455,220J1 - 53,W233,NO.2高爐3F工程師辦公室,甲機,1,008V314,0,,
,2902,220J1 - 55,W232,NO.2高爐3F辦公室,甲機,2,008V603,0,92.02.28增副,
,2982,220J1 - 56,W232,NO.2高爐3F辦公室,甲機,2,008V615,0,,
,5398,220J1 - 57,W232,NO.2高爐3F工程師辦公室,甲機,2,009V219,0,94.08.29新裝；94.10.19增副；95.03.01遷；95.10.14增副,原NO.2高爐大修指揮中心
,5384,220J1 - 58,W2S4,2BFR2聯合辦公大樓（W63）,甲機,1,009V208,0,94.08.29新裝,
,6972,220J1 - 59,W232,#2BF PCI值勤室,乙機,0,009V505,0,92.08.01新裝；92.09.08增副,
,5377,220J1 - 6,W263,控制大樓二樓顧問室,甲機,0,009V204,0,94.09.16新裝,二號大修
,3798,220J1 - 60,W232,NO.2高爐3F辦公室,甲機,0,008V814,0,95.03.01增副；96.10.02遷及拆副,
,6142,220J1 - 62,W232,NO.2高爐3F工程師辦公室(傳真機),甲機,1,009V402,0,92.03.11新裝,PCI顧問
,2457,220J1 - 8,W233,2BF三樓辦公室,甲機,1,008V316,0,,
,3228,220J1 - 92,Y6P1,#2 高爐電腦室,甲機,1,008V714,0,,
,2971,220J1 - 97,W232,NO.2高爐控制室,甲機,2,008V613,0,95.01.17增副,
,2991,220J1 - 98,W232,NO.2高爐控制室,甲機,2,008V616,0,97.01.02增副,無線電話機1
,2987,230A1 - 1,H12,二行一樓H12辦公室,甲機,0,006V707,0,,七人共用一個號碼
,3124,230A1 - 101,T28,二行2F東,甲機,0,007V201,8051297,103.04.03申1甲；,103.04.03 新DID:8051297/DID:8051218
,3135,230A1 - 102,T28,二行2F東,甲機,0,007V203,8051523,103.04.03申1甲；,103.04.03 新DID:8051523/DID:8051221
,3146,230A1 - 104,T28,二行2F東,甲機,0,007V204,8051525,103.04.03申1甲；,103.04.03 新DID:8051525/DID:8051222
,3452,230A1 - 105,T28,二行2F,甲機,0,007V305,8051091,106.01.20遷移；104.10.08遷移；103.04.30增甲；96.06.27遷,
,3909,230A1 - 106,T28,二行二樓東,甲機,0,007V324,8051559,105.03.03遷移；94.08.29拆副；96.11.21加DID,DID:8051559
,3164,230A1 - 107,T28,二行2F東,甲機,0,007V207,8051532,103.04.03申1甲；,103.04.03 新DID:8051532/會客室
,3168,230A1 - 108,T28,二行2F東,甲機,0,007V208,8051533,103.04.03申1甲；,103.04.03 新DID:8051533/DID:8051225
,5777,230A1 - 109,T23,二行2F東,甲機,0,013V314,0,100.03.29新裝,
●,5867,"230A1 - 11
210F - 98",H12,二行一樓H12影印中心及七舍檔案大樓,乙機,2,006V213,0,103.02.25申2副；1010706新裝,
,5991,230A1 - 110,T23,二行2F東,甲機,0,020V415,0,1020902新裝/#3967姚建庭股長同意103.04.01拆除,
,5442,230A1 - 111,T160,二行2F 209R,甲機,1,024V315,0,103.10.06申甲；,
,3008,230A1 - 112,T28,二行2F東北,甲機,0,006V712,8051272,103.04.03申1甲；100.01.20新裝並設DID,103.04.03 新DID:8051272/DID:8051604可撥國際
,6317,230A1 - 113,T74,二行207R,甲機,0,003V118,805-1054,,1416 數位話機
,2574,230A1 - 114,T28,二行二樓東,甲機,0,006V622,8051138,94.08.29拆副,DID:8051138
,5598,230A1 - 115,T28,二行二樓東,甲機,0,007V423,8051189,98.04.15新裝；99.04.21增副1；1020930增1副；1020605增申DID,DID:8051189
,3157,230A1 - 116,T28,二行2F東北,甲機,0,007V205,8051526,103.04.03申1甲；,103.04.03 新DID:8051526/DID:8051223
,2287,230A1 - 119,T28,二行二樓東,甲機,0,006V612,8051092,1011221增1副,DID:8051092
,6828,230A1 - 120,T28,二行二樓東,甲機,0,007V524,8051269,,DID:8051269
,3402,230A1 - 121,T28,二行2F(供宏利公司使用),甲機,0,007V303,0,103.04.30增甲；96.08.02遷更H33；96.08.14加DID；1000503拆1副,
,6537,"230A1 - 122
230A2 - 54",T74,二行2F 209R,甲機,0,012V214,0,,
,3415,230A1 - 123,T28,二行2F(供宏利公司使用),甲機,0,007V304,0,103.04.30增甲；DID:8051251,
,3512,230A1 - 124,T28,二行2F(供宏利公司使用),甲機,0,007V307,0,103.04.30增甲；92.11.10新裝,
,3391,230A1 - 126,T28,二行2F西/供駐外同人返國述職時使用,甲機,0,007V309,8051090,103.04.30增甲；96.06.22開放可撥國際,
,5380,230A1 - 127,T28,二行二樓東/供駐外同仁返國述職時使用,甲機,0,007V410,8051580,94.08.29新裝；96.11.21加DID,DID:8051580
,5379,230A1 - 128,T28,二行二樓西側,甲機,0,007V409,8051579,94.08.29新裝；96.11.21加DID；97.06.17遷,DID:8051579
,3160,230A1 - 129,T28,二行2F東,甲機,0,007V206,8051528,103.04.03申1甲；95.03.29拆副,103.04.03 新DID:8051528/DID:8051224
,6100,230A1 - 13,H12,二行一樓H12辦公室,甲機,1,007V521,0,103.02.25申1副；1001018遷增1話機--及刪傳真機功能,
,2831,230A1 - 130,T74,二行2F 209R,甲機,0,021V223,0,1050216增甲；,
,6881,230A1 - 131,W0,二行2F 209R,甲機,1,023V823,0,90.11.19增副,
,2853,230A1 - 132,T74,二行2F 209R,甲機,1,023V409,0,1050216增甲+1副；,
,2856,230A1 - 133,T74,二行二樓R208-R211,甲機,1,024V203,0,1050216增甲+1副；,
,2875,230A1 - 134,T74,二行二樓R208-R211,甲機,1,003V408,0,1050216增甲+1副；,
,2897,230A1 - 135,T74,二行2F 209R,甲機,0,005V410,0,1050216增甲+1副；,
,5474,230A1 - 136,T28,二行2F 226室,甲機,0,002V212,0,103.10.28申甲；,-宏利使用
,3392,230A1 - 137,T28,二行2F西/供駐外同人返國述職時使用,甲機,0,007V302,0,103.04.30增甲；,
,2113,230A1 - 15,H12,二行一樓H12辦公室,甲機,0,006V604,0,,
,3131,230A1 - 151,T28,二行2F東-供駐外同人返國述職時使用,甲機,0,007V202,8051520,106.01.20遷移；103.04.03申1甲；,103.04.03 新DID:8051520/DID：8051131
,3119,230A1 - 152,T28,二行2F西,甲機,0,006V724,8051290,103.04.03申1甲；100.01.20新裝並設DID；1010327更可撥國際/長途/大哥大,103.04.03 新DID:8051290/DID:8051605/可撥國際
,6711,230A1 - 153,TA,二行二樓204室,甲機,0,003V120,0,,
,3404,230A1 - 155,T28,二行2F(供宏利公司使用),甲機,0,007V605,0,103.04.30增甲；,
,3381,230A1 - 156,T28,二行2F西/供駐外同人返國述職時使用,甲機,0,007V223,8051049,103.04.30增甲；,
,3533,230A1 - 157,T28,二行2F(西側B15辦公桌),甲機,0,007V301,0,103.04.30申甲,供宏利使用；
,2100,230A1 - 16,H12,二行一樓檔案室111室及112室,乙機,2,005V217,0,105.08.09遷移；103.07.01遷移增1副；,
,2165,230A1 - 173,T,二行二樓201,甲機,0,001V107,8051165,103.03.06申遷；,1030919-更數位話機-副總經理 8051165
,2010,230A1 - 174,TS,二行樓二樓202(秘書辦公室),甲機,0,003V106,8051017,103.03.06申遷；,技術顧問 ，1030919-更數位話機
,2206,230A1 - 176,T A,二行樓二樓203,甲機,0,002V106,8051206,103.03.06申遷；,1030919-更數位話機-DID:8051206
,3002,230A1 - 177,T28,二行2F西,甲機,0,006V710,8051270,103.04.03申1甲；96.06.27遷,103.04.03 新DID:8051270
,2433,230A1 - 178,T28,二行2F西北,甲機,0,001V406,8051085,105.03.03遷移；105.01.08申DID-104.03.10申甲；,
,3171,230A1 - 179,T28,二行2F東,甲機,0,007V209,8051048,104.10.08遷移；103.04.03申1甲；,
,3026,230A1 - 180,T28,二行2F西,甲機,0,006V713,8051280,103.04.03申1甲；,103.04.03 新DID:8051280
,3049,230A1 - 181,T28,二行2F西,甲機,0,006V718,8051287,103.04.03申1甲；,103.04.03 新DID:8051287/DID:8051212/國際
,3051,230A1 - 182,T28,二行2F西,甲機,0,006V719,8051288,103.04.03申1甲；,103.04.03 新DID:8051288/DID:8051213/國際
,3524,230A1 - 183,T28,二行二樓西,甲機,0,007V308,8051564,96.11.21加DID,DID:8051564
,5378,230A1 - 184,T28,二行二樓西側,甲機,0,007V408,8051578,94.08.29新裝；96.11.21加DID；97.06.17遷；99.04.21拆副；1000706增1副,DID:8051578
,3047,230A1 - 185,T28,二行2F西,甲機,0,006V717,8051286,103.04.03申1甲；,103.04.03 新DID:8051286/組長DID:8051211/國際
,3104,230A1 - 186,T28,二行二樓西,甲機,0,006V723,8051554,96.11.21加DID,DID:8051554
,5477,230A1 - 187,T28,二行2F-宏利使用,甲機,0,003V620,0,103.10.28申甲；,-宏利使用
,2152,230A1 - 188,T28,二行二樓西,甲機,0,006V608,8051060,98.04.15增副1,主任  8051060
,2201,230A1 - 189,T28,二行二樓西,甲機,0,006V610,8051083,,DID:8051083
,2773,230A1 - 201,T65,二行312室,甲機,0,010V623,0,104.09.14增甲+1副；,
,3530,230A1 - 203,A22,二行三樓大會議室,甲機,2,007V606,0,,貴賓室
,5308,230A1 - 204,T7,二行三樓東側辦公室,甲機,0,002V310,8051208,104.01.27增甲；,處長
,5309,230A1 - 205,T7,二行三樓東側辦公室/一行210,甲機,0,003V618,0,104.01.27增甲；,
,5311,230A1 - 206,T7,二行三樓東側辦公室/一行515,甲機,0,007V704,0,104.01.27增甲；,
,5332,230A1 - 207,T73,3F-311室/二行三樓314辦公室,甲機,0,002V206,0,106.01.09遷移；104.01.27增甲；,
,5412,230A1 - 208,T70,二行三樓東側辦公室,甲機,0,002V207,0,105.05.26因須代接2010電話-更為數位話機-104.12.09拆1副；104.01.27增甲+1副；,105.05.26更為數位電話-副機移給5413
,5642,230A1 - 210,T1S,二行三樓東側辦公室/,甲機,1,002V214,0,104.01.27增甲+1副；,
,5645,230A1 - 211,T71,二行三樓東側辦公室,甲機,1,002V215,0,104.01.27增甲+1副；,
,5685,230A1 - 212,T72,二行三樓東側辦公室,甲機,1,002V216,0,104.01.27增甲+1副；,
,2765,230A1 - 213,T65,二行東北角,甲機,1,007V404,0,104.09.14增甲+1副；,
,2946,"230A1 - 215
230A1 - 268",T72,二行三樓東側304室、311-1室,甲機,1,006V704,0,104.09.14遷移；103.04.30增甲+1副；,
,5465,"230A1 - 216
230A1 - 253",T72,二行三樓東側304室、311室,甲機,2,007V412,0,104.09.14遷移；103.04.30遷移更甲+1副；95.07.07裝；96.11.12遷,
,5413,230A1 - 220,T1S,二行4F-403室/二行三樓東側辦公室/一行307室,甲機,0,002V208,0,106.01.09遷移；104.12.09增1副；104.01.27增甲+1副；,5412副機移給5413用
,5970,230A1 - 251,T65,二行3F-305室,甲機,2,007V510,0,103.04.30遷移更甲+1副；1020410新裝及增1副,
,5464,230A1 - 256,T65,二行3F-305室,甲機,2,007V411,0,103.04.30遷移；95.06.28裝；97.01.22遷；98.02.17增副1,
,6862,230A1 - 258,T65,二行3F-302-304室,甲機,2,007V601,0,103.04.30遷移；93.10.15遷；96.01.02更T65；96.03.12遷；96.11.12遷及增副,原鋇泰
,2967,230A1 - 259,T65,二行3F-306室,甲機,2,006V705,0,103.04.30遷移+1副；,
,3564,230A1 - 261,T65,二行3F-306室,甲機,2,007V607,0,103.04.30遷移；1021105增1副,
,6163,230A1 - 264,T65,二行3F-307室,甲機,1,007V522,0,103.04.30遷移；101.05.02新裝；1010517增1副,
,3536,230A1 - 266,T65,二行3F-307室,甲機,2,007V310,0,103.04.30遷移+2副；1010517新裝,
,2844,230A1 - 267,T65,二行3F-308室,甲機,1,007V501,0,103.04.30遷移+1副；,
,2976,230A1 - 269,T65,二行3F-307室,甲機,1,006V706,0,103.04.30增甲+1副；96.06.27遷,
,2690,230A1 - 301,V0,二行603室黃隆仁處長,甲機,0,006V624,0,93.06.15遷；93.11.02遷；96.04.17遷；97.12.01遷,
,6921,230A1 - 377,中保,二行一樓/CCTV,甲機,0,007V615,0,,中保電話影像傳輸CCTV
,5549,230A1 - 380,A22,二行地下室,甲機,0,007V420,0,97.04.28,服裝換發作業（臨時）
,6002,230A1 - 399,A22,二行頂樓電梯機房內,乙機,0,007V518,0,92.09.08新裝,二行電梯─安管、總機
,3372,230A1 - 4,H12,二行一樓H12辦公室-組長,甲機,1,007V222,0,105.08.09增1副；100.03.03遷,1050809-共2支話機
●,3180,230A1 - 40                ,H12,二行一樓H12辦公室,甲機,2,005V209,0,97.05.05遷及增副2；98.02.06遷,
,5475,230A1 - 51,T1S,二行一樓展示廳,乙機,0,002V312,0,103.11.24申乙；,
,2114,230A1 - 7,H12,二行一樓H12辦公室及檔案室113室,乙機,2,006V605,0,103.07.01遷移；,
,2112,230A1 - 8,H12,二行一樓H12辦公室,甲機,3,006V603,0,,
,2111,230A1 - 9,H12,二行一樓H12辦公室,甲機,2,006V602,0,,
,2820,230A2 - 1,T74,二行四樓409R,甲機,0,020V320,0,1050216增甲；,
,6174,230A2 - 10,T162,研究大樓317室,甲機,0,007V523,0,103.04.11遷移；91.01.05增副；95.02.08遷,
,3825,"230A2 - 101
230A2 - 152",Y93,"二行五樓東中Y93辦公室
二行5F 519R",甲機,1,007V318,0,,組長
,5592,230A2 - 102,Y92,二行五樓,甲機,0,007V612,0,97.10.16新裝,
,3799,230A2 - 103,Y92,二行五樓,甲機,0,007V316,0,94.12.27遷,組長
,5152,230A2 - 104,Y92,二行5樓526R,甲機,1,003V616,0,106.01.06申甲；,
,6532,230A2 - 107,Y93,二行 5F Y93辦,甲機,0,012V209,0,,
,3826,230A2 - 108,Y92,二行五樓,甲機,2,007V319,0,,
,3827,230A2 - 109,Y92,二行五樓,甲機,0,007V320,0,,
,6380,230A2 - 110,V93,二行5F東中,甲機,0,020V520,0,,
,3976,230A2 - 112,Y92,二行五樓Y6維護電腦室,甲機,1,007V401,0,97.12.30增副,煙道測站維護間
,3502,230A2 - 113,Y9S,二行五樓文案管理室,甲機,0,007V306,0,90.11.19新裝；91.01.14遷；91.08.08更甲；96.06.07拆；96.06.28新裝,原鋼保
,5493,230A2 - 116,Y93,二行五樓東中Y93辦公室,甲機,1,007V413,0,96.04.17新裝,
,2996,230A2 - 117,Y9S,二行五樓526室,甲機,0,006V709,8051207,103.03.20遷移；,DID:8051207
,3097,230A2 - 118,Y9S,二行五樓526室,甲機,3,006V722,8051216,103.03.20遷移；,DID:8051216
,2855,230A2 - 12,T162,二行四樓資訊與儀控研究室409/製程大樓113室,甲機,2,006V701,0,103.04.11遷移；95.02.08遷及增副2部,
,3722,230A2 - 120,Y9S,二行五樓526室,甲機,0,007V315,8051264,103.03.20遷移；,組長 8051264
,6572,230A2 - 122,,,甲機,0,024V206,0,,
,3830,230A2 - 123,Y93,二行五樓東中Y93辦公室,甲機,2,007V321,0,,
,6092,230A2 - 124,Y93,二行五樓東中Y93辦公室,甲機,0,007V520,0,93.01.05新裝,
,3831,230A2 - 125,Y93,二行五樓東中Y93辦公室,甲機,2,007V322,0,,
,3033,230A2 - 126,Y93,二行5F東中,甲機,0,018V613,0,93.08拆副,
,6638,230A2 - 127,Y9S,二行5樓Y9S,甲機,0,006V520,0,,
,2145,230A2 - 130,Y93,二行五樓東中Y93辦公室,甲機,1,013V709,0,104.07.21增1副；104.06.08增甲；,
,2900,230A2 - 131,Y9,二行五樓520室,甲機,0,006V703,8051590,96.05.15更Y9,處長DID:8051590 原W03
,5103,230A2 - 133,Y9S,二行5樓-526室,甲機,0,015V401,0,105.02.22申甲；93.11.08新裝,
,6652,230A2 - 134,Y92 ,二行五樓,甲機,1,008V315,0,,
,3980,230A2 - 137,Y92,環保監測中心二行五樓,甲機,1,007V402,0,,
,6915,230A2 - 138,Y94,二行5樓Y94辦公室,甲機,1,003V417,0,1040622遷移；1030113遷；1011226新裝及增1副；1020910遷,成本中心歸0EA00
,3200,230A2 - 139,Y9,二行5樓東側Y94辦公室,甲機,0,002V605,0,1030113遷；96.08.03新裝；1020104由V4轉讓給EA；1020910遷,原Y81、原V95
,6914,230A2 - 140,新能,二行3樓東側大辦公室(原H3)/財務大樓2F辦公室,甲機,0,003V416,0,1030113遷；1011226新裝及增1副；1020910遷,成本中心歸0EA00
,3235,230A2 - 142,EA,二行5F東北,甲機,0,002V606,0,,
,2146,230A2 - 144,新能,財務大樓2樓(204室),甲機,0,015V308,0,104.06.22增甲；,成本中心歸0EA00
,6438,230A2 - 145,Y9S,二行 5F 518R,乙機,0,006V314,0,,舞蹈社
●,6665,230A2 - 146,Y9S0,二行5樓526R,乙機,0,008V417,0,,
,6756,230A2 - 147,Y93,二行5樓Y93辦公室,甲機,0,009V618,0,,
,6757,230A2 - 148,Y93,二行5樓Y93辦公室,甲機,0,009V619,0,,
,6759,230A2 - 149,Y94,二行5樓Y94辦公室,甲機,0,009V621,0,,
,5920,230A2 - 15,T161,二行四樓智能檢測監診研究室412,甲機,2,007V506,0,103.05.05更甲；103.04.11申1乙2副；1000815新裝;1011112遷,
,6760,230A2 - 150,Y94,二行5樓Y94辦公室,甲機,0,009V622,0,,
